상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도,시,구,동,그외주소,구_동
MA010120220812011596,감자PC방,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11260,중랑구,11260610,중화2동,1126010300,중화동,1126010300103020075,1,대지,302,75.0,서울특별시 중랑구 중화동 302-75,112603106010,서울특별시 중랑구 중랑역로,62.0,,1126010300103020075011725,,서울특별시 중랑구 중랑역로 62,131880,2103,,지,,127.078088084201,37.598903049202,서울특별시,중랑구,중화동,302-75,중랑구 중화동
MA010120220805442077,쓰리팝PC방,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11440,마포구,11440700,망원2동,1144012300,망원동,1144012300104820003,1,대지,482,3.0,서울특별시 마포구 망원동 482-3,114403113006,서울특별시 마포구 망원로,97.0,,1144012300104820003019974,,서울특별시 마포구 망원로 97,121827,3963,,2,,126.907503312731,37.5580990918456,서울특별시,마포구,망원동,482-3,마포구 망원동
MA0101202210A0052945,와드PC,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11710,송파구,11710562,방이2동,1171011100,방이동,1171011100101730010,1,대지,173,10.0,서울특별시 송파구 방이동 173-10,117104169202,서울특별시 송파구 백제고분로50길,27.0,,1171011100101730010017095,경일빌딩,서울특별시 송파구 백제고분로50길 27,138830,5628,,1,,127.117745542494,37.5135701398455,서울특별시,송파구,방이동,173-10,송파구 방이동
MA010120220807440531,피시클럽블랙,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11170,용산구,11170555,청파동,1117011000,청파동2가,1117011000100630005,1,대지,63,5.0,서울특별시 용산구 청파동2가 63-5,111704106365,서울특별시 용산구 청파로47길,66.0,,1117011000100630005029125,중하빌딩,서울특별시 용산구 청파로47길 66,140132,4310,,2,,126.966753352946,37.5450627896813,서울특별시,용산구,청파동2가,63-5,용산구 청파동2가
MA010120220804933580,3POPPC방,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11110,종로구,11110670,창신1동,1111017400,창신동,1111017400104640006,1,대지,464,6.0,서울특별시 종로구 창신동 464-6,111103100013,서울특별시 종로구 종로,294.0,,1111017400104640007005259,,서울특별시 종로구 종로 294,110842,3119,,3,,127.010699305543,37.5712540995413,서울특별시,종로구,창신동,464-6,종로구 창신동
MA0101202308A0019391,라스PC,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11305,강북구,11305635,수유3동,1130510300,수유동,1130510300100020001,1,대지,2,1.0,서울특별시 강북구 수유동 2-1,113053005047,서울특별시 강북구 노해로,23.0,,1130510300100020001006739,한성빌딩,서울특별시 강북구 노해로 23,142872,1080,,2,,127.022610647972,37.6377238462659,서울특별시,강북구,수유동,2-1,강북구 수유동
MA010120220804120119,블랙PC카페,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11350,노원구,11350670,상계5동,1135010500,상계동,1135010500101730003,1,대지,173,3.0,서울특별시 노원구 상계동 173-3,113503110003,서울특별시 노원구 상계로,193.0,25.0,1135010500101730003002397,벽산빌딩,서울특별시 노원구 상계로 193-25,139205,1663,,1,,127.073377269617,37.6627587914228,서울특별시,노원구,상계동,173-3,노원구 상계동
MA010120220802684627,비원PC,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11200,성동구,11200550,사근동,1120010700,행당동,1120010700100190054,1,대지,19,54.0,서울특별시 성동구 행당동 19-54,112003103002,서울특별시 성동구 마조로,17.0,,1120010700100190054019225,한양시장,서울특별시 성동구 마조로 17,133817,4760,,1,,127.040452117273,37.5595518167192,서울특별시,성동구,행당동,19-54,성동구 행당동
MA010120220809714972,라이온PC,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11560,영등포구,11560710,대림2동,1156013300,대림동,1156013300110500028,1,대지,1050,28.0,서울특별시 영등포구 대림동 1050-28,115603116010,서울특별시 영등포구 도림로,132.0,,1156013300110500028002513,,서울특별시 영등포구 도림로 132,150825,7416,,3,,126.896966923923,37.4927296837947,서울특별시,영등포구,대림동,1050-28,영등포구 대림동
MA010120220807714304,더나인PC방,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11680,강남구,11680610,대치2동,1168010600,대치동,1168010600109940008,1,대지,994,8.0,서울특별시 강남구 대치동 994-8,116802122002,서울특별시 강남구 영동대로,221.0,,1168010600109940008013944,,서울특별시 강남구 영동대로 221,135501,6283,,지,,127.068103139956,37.4986458524483,서울특별시,강남구,대치동,994-8,강남구 대치동
MA010120220802675058,3POPPC방,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11410,서대문구,11410660,홍은1동,1141011800,홍은동,1141011800100110419,1,대지,11,419.0,서울특별시 서대문구 홍은동 11-419,114103112012,서울특별시 서대문구 홍은중앙로,89.0,,1141011800100110419012880,우리은행,서울특별시 서대문구 홍은중앙로 89,120842,3604,,1,,126.947333588805,37.5990166339608,서울특별시,서대문구,홍은동,11-419,서대문구 홍은동
MA010120220801344150,인스타일,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11680,강남구,11680690,개포4동,1168010300,개포동,1168010300112450004,1,대지,1245,4.0,서울특별시 강남구 개포동 1245-4,116804166052,서울특별시 강남구 개포로17길,9.0,5.0,1168010300102450004020434,,서울특별시 강남구 개포로17길 9-5,135965,6303,,,,127.046004652925,37.4790786933445,서울특별시,강남구,개포동,1245-4,강남구 개포동
MA010120220813122879,이스포츠PC,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11500,강서구,11500591,화곡6동,1150010300,화곡동,1150010300110950000,1,대지,1095,,서울특별시 강서구 화곡동 1095,115003005069,서울특별시 강서구 화곡로,347.0,,1150010300110950000000001,그랜드아이파크,서울특별시 강서구 화곡로 347,157927,7649,,1,,126.851279398699,37.5548262918983,서울특별시,강서구,화곡동,1095,강서구 화곡동
MA0101202210A0000178,아레나블랙PC방,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11620,관악구,11620525,보라매동,1162010100,봉천동,1162010100109520020,1,대지,952,20.0,서울특별시 관악구 봉천동 952-20,116203120009,서울특별시 관악구 은천로,25.0,,1162010100109520020039093,정암빌딩,서울특별시 관악구 은천로 25,151913,8717,,1,,126.938252876755,37.4864041510657,서울특별시,관악구,봉천동,952-20,관악구 봉천동
MA0101202305A0069646,크라우드PC망우점,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11260,중랑구,11260660,망우3동,1126010500,망우동,1126010500104100001,1,대지,410,1.0,서울특별시 중랑구 망우동 410-1,112603005028,서울특별시 중랑구 용마산로,494.0,,1126010500104100001003461,상아빌딩,서울특별시 중랑구 용마산로 494,131806,2182,,2,,127.100229767593,37.5949651611933,서울특별시,중랑구,망우동,410-1,중랑구 망우동
MA010120220807175054,세븐pc방,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11620,관악구,11620695,신림동,1162010200,신림동,1162010200114230028,1,대지,1423,28.0,서울특별시 관악구 신림동 1423-28,116204160397,서울특별시 관악구 봉천로12길,69.0,,1162010200114230028013252,,서울특별시 관악구 봉천로12길 69,151890,8754,,2,,126.93029089364,37.4857196139152,서울특별시,관악구,신림동,1423-28,관악구 신림동
MA010120220809830004,펀타임강남,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11680,강남구,11680640,역삼1동,1168010100,역삼동,1168010100108200002,1,대지,820,2.0,서울특별시 강남구 역삼동 820-2,116804166722,서울특별시 강남구 테헤란로1길,17.0,,1168010100108200002023840,,서울특별시 강남구 테헤란로1길 17,135932,6134,,3,,127.027594201128,37.4994186323411,서울특별시,강남구,역삼동,820-2,강남구 역삼동
MA010120220800150645,대한민국플스방,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11410,서대문구,11410585,신촌동,1141011600,창천동,1141011600100520003,1,대지,52,3.0,서울특별시 서대문구 창천동 52-3,114103112008,서울특별시 서대문구 연세로,37.0,1.0,1141011600100520002022048,,서울특별시 서대문구 연세로 37-1,120834,3788,,1,,126.93673616189,37.5590507692111,서울특별시,서대문구,창천동,52-3,서대문구 창천동
MA010120220814322477,스위티PC방,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11530,구로구,11530510,신도림동,1153010100,신도림동,1153010100103880005,1,대지,388,5.0,서울특별시 구로구 신도림동 388-5,115303116008,서울특별시 구로구 신도림로,57.0,,1153010100103880005025928,신도림동아성빌딩,서울특별시 구로구 신도림로 57,152887,8203,,2,,126.881634591018,37.5092908800529,서울특별시,구로구,신도림동,388-5,구로구 신도림동
MA010120220804367465,3POP,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11320,도봉구,11320511,창1동,1132010700,창동,1132010700106550020,1,대지,655,20.0,서울특별시 도봉구 창동 655-20,113203005039,서울특별시 도봉구 도봉로,468.0,,1132010700106550020018254,흥일빌딩,서울특별시 도봉구 도봉로 468,132924,1455,,2,,127.034348607085,37.6473804750805,서울특별시,도봉구,창동,655-20,도봉구 창동
MA010120220808586760,PC방,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11680,강남구,11680700,세곡동,1168011200,자곡동,1168011200106360000,1,대지,636,,서울특별시 강남구 자곡동 636,116803122014,서울특별시 강남구 자곡로,114.0,,1168011200106360000000001,서강플라자,서울특별시 강남구 자곡로 114,135190,6373,,1,,127.096007360471,37.4720470877084,서울특별시,강남구,자곡동,636,강남구 자곡동
MA010120220808036667,이스포츠센터pc,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11710,송파구,11710620,가락본동,1171010700,가락동,1171010700100870003,1,대지,87,3.0,서울특별시 송파구 가락동 87-3,117104169483,서울특별시 송파구 중대로9길,44.0,,1171010700100870003006934,두원빌딩,서울특별시 송파구 중대로9길 44,138803,5712,,,,127.118869472485,37.4968638633197,서울특별시,송파구,가락동,87-3,송파구 가락동
MA010120220810022673,긱스타피씨카페,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11740,강동구,11740560,고덕2동,1174010200,고덕동,1174010200102100005,1,대지,210,5.0,서울특별시 강동구 고덕동 210-5,117403124001,서울특별시 강동구 고덕로,391.0,,1174010200102100005017373,,서울특별시 강동구 고덕로 391,134801,5222,,1,,127.168955860414,37.5572193953854,서울특별시,강동구,고덕동,210-5,강동구 고덕동
MA010120220803278163,이스포츠센터PC방,,R1,예술·스포츠,R104,유원지·오락,R10406,PC방,R91222,컴퓨터 게임방 운영업,11,서울특별시,11590,동작구,11590530,상도1동,1159010200,상도동,1159010200104630002,1,대지,463,2.0,서울특별시 동작구 상도동 463-2,115904157364,서울특별시 동작구 상도로47길,4.0,,1159010200104630002020706,이화빌딩,서울특별시 동작구 상도로47길 4,156880,6971,,1,,126.951434873169,37.4995240403887,서울특별시,동작구,상도동,463-2,동작구 상도동
